uf,municipio,d2021,d2022,d2023,d2024
RS,NOVA ESPERANCA DO SUL,640,645,780,655
RS,NOVA HARTZ,2225,2628,3372,3488
RS,NOVA PADUA,484,524,594,583
RS,NOVA PALMA,1004,1083,1266,909
RS,NOVA PETROPOLIS,5646,6199,7288,5707
RS,NOVA PRATA,7036,7763,8736,8145
RS,NOVA RAMADA,413,445,517,455
RS,NOVA ROMA DO SUL,736,784,895,876
RS,NOVA SANTA RITA,5208,5794,6752,5406
RS,NOVO BARREIRO,377,406,570,498
RS,NOVO CABRAIS,334,364,441,230
RS,NOVO HAMBURGO,53114,57072,64662,47808
RS,NOVO MACHADO,445,469,549,469
RS,NOVO TIRADENTES,196,210,273,266
RS,NOVO XINGU,219,230,289,268
RS,OSORIO,10857,11533,13271,13263
RS,PAIM FILHO,615,675,725,643
RS,PALMARES DO SUL,1978,2163,2441,1868
RS,PALMEIRA DAS MISSOES,5847,6196,7077,5905
RS,PALMITINHO,922,1015,1219,1127
RS,PANAMBI,9758,11030,12984,12098
RS,PANTANO GRANDE,1422,1588,1814,1368
RS,PARAI,1443,1638,1973,1949
RS,PARAISO DO SUL,604,640,820,575
RS,PARECI NOVO,756,808,939,667
RS,PAROBE,6298,7128,8897,7486
RS,PASSA SETE,222,262,301,220
RS,PASSO DO SOBRADO,596,698,904,589
RS,PASSO FUNDO,51392,55909,62550,54809
RS,PAULO BENTO,360,418,483,433
RS,PAVERAMA,599,723,858,693
RS,PEDRAS ALTAS,165,182,284,274
RS,PEDRO OSORIO,978,1062,1244,1177
RS,PEJUCARA,776,834,964,821
RS,PELOTAS,68388,71842,79232,58389
RS,PICADA CAFE,1164,1359,1606,1438
RS,PINHAL,470,521,616,542
RS,PINHAL DA SERRA,290,316,366,388
RS,PINHAL GRANDE,480,510,589,304
RS,PINHEIRINHO DO VALE,336,392,501,569
RS,PINHEIRO MACHADO,1801,1921,2237,2136
RS,PINTO BANDEIRA,506,562,646,546
RS,PIRAPO,271,265,305,336
RS,PIRATINI,2225,2358,2939,2411
RS,PLANALTO,1155,1227,1389,1199
RS,POCO DAS ANTAS,353,388,459,381
RS,PONTAO,487,537,674,633
RS,PONTE PRETA,223,273,338,249
RS,PORTAO,6269,6984,8096,6633
RS,PORTO ALEGRE,485568,499227,530461,335497
RS,PORTO LUCENA,591,595,683,589
RS,PORTO MAUA,312,332,366,344
RS,PORTO VERA CRUZ,160,152,201,215
RS,PORTO XAVIER,1650,1687,1911,1850
RS,POUSO NOVO,238,258,270,147
RS,PRESIDENTE LUCENA,605,669,808,786
RS,PROGRESSO,478,508,565,385
RS,PROTASIO ALVES,367,407,496,422
RS,PUTINGA,451,466,534,327
RS,QUARAI,4170,4381,4731,3674
RS,QUATRO IRMAOS,247,268,321,353
RS,QUEVEDOS,299,340,400,262
RS,QUINZE DE NOVEMBRO,1031,1125,1286,997
RS,REDENTORA,603,628,741,698
RS,RELVADO,299,315,375,221
RS,RESTINGA SECA,2285,2424,2698,1667
RS,RIO DOS INDIOS,283,305,364,369
RS,RIO GRANDE,43911,46307,50733,41620
RS,RIO PARDO,4735,5196,6015,4041
RS,RIOZINHO,431,535,695,636
RS,ROCA SALES,1403,1623,1965,1053
RS,RODEIO BONITO,991,1105,1192,952
RS,ROLADOR,257,279,358,384
RS,ROLANTE,2592,2931,3585,2693
RS,RONDA ALTA,1505,1597,1753,1579
RS,RONDINHA,865,899,1057,891
RS,ROQUE GONZALES,806,870,1070,957
RS,ROSARIO DO SUL,6477,6788,7602,5866
RS,SAGRADA FAMILIA,273,248,321,254
RS,SALDANHA MARINHO,612,647,756,764
RS,SALTO DO JACUI,1664,1714,1916,1572
RS,SALVADOR DAS MISSOES,592,692,820,853
RS,SALVADOR DO SUL,1744,2045,2369,2034
RS,SANANDUVA,2932,3183,3655,3747
RS,SANTA BARBARA DO SUL,1636,1746,2066,2083
RS,SANTA CECILIA DO SUL,273,312,399,402
RS,SANTA CLARA DO SUL,930,1063,1265,1049
RS,SANTA CRUZ DO SUL,31834,34120,39077,28124
RS,SANTA MARGARIDA DO SUL,225,235,299,219
RS,SANTA MARIA,74143,77770,85661,62173
RS,SANTA MARIA DO HERVAL,1013,1135,1316,1229
RS,SANTA ROSA,16573,18073,21427,18716
RS,SANTA TEREZA,239,259,311,215
RS,SANTA VITORIA DO PALMAR,5465,5842,6302,5304
RS,SANTANA DA BOA VISTA,783,854,1051,836
RS,SANTANA DO LIVRAMENTO,14466,15091,16726,16700
RS,SANTIAGO,11020,11605,13394,11057
RS,SANTO ANGELO,16334,17549,20275,17810
RS,SANTO ANTONIO DA PATRULHA,6721,7431,8532,6925
RS,SANTO ANTONIO DAS MISSOES,1398,1464,1601,1556
RS,SANTO ANTONIO DO PALMA,309,310,373,318
RS,SANTO ANTONIO DO PLANALTO,423,463,551,577
RS,SANTO AUGUSTO,2540,2796,3158,2812
RS,SANTO CRISTO,2868,3234,3783,3330
RS,SANTO EXPEDITO DO SUL,263,252,362,335
RS,SAO BORJA,10970,11540,13019,10674
RS,SAO DOMINGOS DO SUL,562,606,693,544
RS,SAO FRANCISCO DE ASSIS,2229,2404,2790,2214
RS,SAO FRANCISCO DE PAULA,2851,3220,3871,3265
RS,SAO GABRIEL,10574,11151,12308,9145
RS,SAO JERONIMO,3423,3676,4118,3024
RS,SAO JOAO DA URTIGA,650,690,816,689
RS,SAO JOAO DO POLESINE,522,564,661,408
RS,SAO JORGE,429,498,590,546
RS,SAO JOSE DAS MISSOES,170,197,300,256
RS,SAO JOSE DO HERVAL,218,264,277,207
RS,SAO JOSE DO HORTENCIO,715,843,1035,1002
RS,SAO JOSE DO INHACORA,356,392,496,546
RS,SAO JOSE DO NORTE,2595,2923,3351,3052
RS,SAO JOSE DO OURO,1402,1463,1674,1778
RS,SAO JOSE DO SUL,444,479,580,504
RS,SAO JOSE DOS AUSENTES,476,518,601,525
RS,SAO LEOPOLDO,50026,53871,61113,41711
RS,SAO LOURENCO DO SUL,5660,6208,7245,5448
RS,SAO LUIZ GONZAGA,6801,7355,8135,8326
RS,SAO MARCOS,5499,6203,7182,6747
RS,SAO MARTINHO,910,1010,1182,1269
RS,SAO MARTINHO DA SERRA,308,343,418,314
RS,SAO MIGUEL DAS MISSOES,930,1032,1211,1082
RS,SAO NICOLAU,468,484,610,602
RS,SAO PAULO DAS MISSOES,556,600,883,754
RS,SAO PEDRO DA SERRA,885,1109,1277,1164
RS,SAO PEDRO DAS MISSOES,171,194,248,217
RS,SAO PEDRO DO BUTIA,549,657,784,829
RS,SAO PEDRO DO SUL,2453,2618,2897,2133
RS,SAO SEBASTIAO DO CAI,4459,4911,5907,3933
RS,SAO SEPE,4075,4252,4794,3266
RS,SAO VALENTIM,564,607,755,738
RS,SAO VALENTIM DO SUL,300,355,437,334
RS,SAO VALERIO DO SUL,209,226,256,269
RS,SAO VENDELINO,611,718,785,586
RS,SAO VICENTE DO SUL,1481,1489,1639,1444
RS,SAPIRANGA,11735,13306,15932,13515
RS,SAPUCAIA DO SUL,26606,30382,33848,27125
RS,SARANDI,4249,4783,5605,4865
RS,SEBERI,1403,1573,1965,1822
RS,SEDE NOVA,322,343,418,398
RS,SEGREDO,463,504,590,413
RS,SELBACH,1265,1372,1579,1375
RS,SENADOR SALGADO FILHO,263,308,422,369
RS,SENTINELA DO SUL,386,429,505,442
RS,SERAFINA CORREA,3487,3932,4586,3689
RS,SERIO,197,204,238,165
RS,SERTAO,1188,1236,1389,1400
RS,SERTAO SANTANA,671,735,827,858
RS,SETE DE SETEMBRO,217,234,323,341
RS,SEVERIANO DE ALMEIDA,432,469,603,476
RS,SILVEIRA MARTINS,451,466,525,369
RS,SINIMBU,673,726,834,551
RS,SOBRADINHO,2116,2200,2563,1872
RS,SOLEDADE,5701,6165,7060,5332
RS,TABAI,460,533,660,541
RS,TAPEJARA,4924,5600,6638,6991
RS,TAPERA,2277,2514,2875,2624
RS,TAPES,2420,2548,2851,2372
RS,TAQUARA,9692,10442,11922,8752
RS,TAQUARI,4471,4871,5785,4151
RS,TAQUARUCU DO SUL,423,483,556,529
RS,TAVARES,524,614,637,683
RS,TENENTE PORTELA,2057,2171,2520,2289
RS,TERRA DE AREIA,1208,1317,1611,1723
RS,TEUTONIA,6182,6871,8109,6443
RS,TIO HUGO,667,728,862,887
RS,TIRADENTES DO SUL,339,375,536,408
RS,TOROPI,236,309,337,227
RS,TORRES,8817,9613,10952,9840
RS,TRAMANDAI,9432,10079,11599,11235
RS,TRAVESSEIRO,252,307,358,206
RS,TRES ARROIOS,400,451,513,490
RS,TRES CACHOEIRAS,1472,1661,1904,1921
RS,TRES COROAS,3275,3698,4660,3203
RS,TRES DE MAIO,4823,5229,6199,6539
RS,TRES FORQUILHAS,257,251,340,327
RS,TRES PALMEIRAS,610,664,782,698
RS,TRES PASSOS,4635,5096,6025,5431
RS,TRINDADE DO SUL,748,880,1069,1040
RS,TRIUNFO,4753,5258,6303,5066
RS,TUCUNDUVA,1073,1165,1378,1242
RS,TUNAS,336,346,393,170
RS,TUPANCI DO SUL,224,235,297,314
RS,TUPANCIRETA,3804,4000,4467,3350
RS,TUPANDI,1052,1318,1617,1227
RS,TUPARENDI,1406,1602,1897,1834
RS,TURUCU,252,329,450,449
RS,UBIRETAMA,189,249,372,297
RS,UNIAO DA SERRA,203,225,274,245
RS,UNISTALDA,245,259,318,325
RS,URUGUAIANA,21364,22713,25288,19428
RS,VACARIA,12026,13151,14962,15107
RS,VALE DO SOL,652,712,845,747
RS,VALE REAL,1347,1462,1776,1355
RS,VALE VERDE,282,347,390,289
RS,VANINI,302,337,388,346
RS,VENANCIO AIRES,10401,11830,13927,10461
RS,VERA CRUZ,3771,4285,5061,4103
RS,VERANOPOLIS,6505,7035,7984,6452
RS,VESPASIANO CORREA,285,291,348,189
RS,VIADUTOS,833,864,1037,1077
RS,VIAMAO,38016,40266,45250,36200
RS,VICENTE DUTRA,318,324,401,387
RS,VICTOR GRAEFF,906,962,1056,895
RS,VILA FLORES,850,973,1121,1013
RS,VILA LANGARO,405,433,524,539
RS,VILA MARIA,900,991,1247,1012
RS,VILA NOVA DO SUL,515,548,619,555
RS,VISTA ALEGRE,328,400,504,438
RS,VISTA ALEGRE DO PRATA,284,307,342,324
RS,VISTA GAUCHA,292,338,474,465
RS,VITORIA DAS MISSOES,408,484,604,640
RS,WESTFALIA,640,728,865,617
RS,XANGRI-LA,3158,3612,4467,4031
SC,ABDON BATISTA,332,315,378,463
SC,ABELARDO LUZ,2030,2201,2700,3101
SC,AGROLANDIA,1778,2068,2574,2745
SC,AGRONOMICA,994,1162,1424,1578
SC,AGUA DOCE,1139,1199,1405,1555
SC,AGUAS DE CHAPECO,504,605,839,930
SC,AGUAS FRIAS,390,454,545,649
SC,AGUAS MORNAS,836,982,1170,1280
SC,ALFREDO WAGNER,716,798,1006,1215
SC,ALTO BELA VISTA,320,354,420,499
SC,ANCHIETA,700,801,971,1153
SC,ANGELINA,528,607,726,821
SC,ANITA GARIBALDI,822,962,1093,1186
SC,ANITAPOLIS,417,452,528,604
SC,ANTONIO CARLOS,1890,2120,2543,2792
SC,APIUNA,1243,1546,1937,1965
SC,ARABUTA,526,645,821,1043
SC,ARAQUARI,5012,6333,8501,9728
SC,ARARANGUA,11417,12803,14934,15845
SC,ARMAZEM,1145,1316,1549,1719
SC,ARROIO TRINTA,707,764,894,900
SC,ARVOREDO,279,300,448,522
SC,ASCURRA,1265,1493,1836,1908
SC,ATALANTA,451,518,638,725
SC,AURORA,812,949,1180,1450
SC,BALNEARIO ARROIO DO SILVA,1645,1892,2320,2456
SC,BALNEARIO BARRA DO SUL,1847,2117,2600,2884
SC,BALNEARIO CAMBORIU,44257,48208,53098,54603
SC,BALNEARIO DE PICARRAS,5216,6045,7373,7881
SC,BALNEARIO GAIVOTA,1459,1767,2151,2430
SC,BALNEARIO RINCAO,1643,2042,2613,2779
SC,BANDEIRANTE,235,266,355,479
SC,BARRA BONITA,162,203,233,296
SC,BARRA VELHA,6563,7769,9537,10583
SC,BELA VISTA DO TOLDO,323,355,486,619
SC,BELMONTE,282,339,411,514
SC,BENEDITO NOVO,1752,2157,2611,2706
SC,BIGUACU,13049,15078,18316,19816
SC,BLUMENAU,102800,113819,128115,132749
SC,BOCAINA DO SUL,270,303,379,461
SC,BOM JARDIM DA SERRA,562,634,717,802
SC,BOM JESUS,324,377,482,514
SC,BOM JESUS DO OESTE,210,224,286,387
SC,BOM RETIRO,912,1061,1298,1384
SC,BOMBINHAS,4040,4679,5531,6044
SC,BOTUVERA,1093,1279,1569,1590
SC,BRACO DO NORTE,5262,6036,7377,8083
SC,BRACO DO TROMBUDO,894,986,1109,1173
SC,BRUNOPOLIS,241,274,350,436
SC,BRUSQUE,31545,36476,42981,44839
SC,CACADOR,13276,15774,19141,19902
SC,CAIBI,852,954,1184,1315
SC,CALMON,200,225,308,345
SC,CAMBORIU,15546,18237,22129,24241
SC,CAMPO ALEGRE,1514,1766,2180,2224
SC,CAMPO BELO DO SUL,789,855,973,1053
SC,CAMPO ERE,1133,1292,1483,1711
SC,CAMPOS NOVOS,6414,7330,8647,9449
SC,CANELINHA,1256,1439,1801,2024
SC,CANOINHAS,9511,10384,12077,12731
SC,CAPAO ALTO,211,246,299,322
SC,CAPINZAL,4421,5012,6070,6351
SC,CAPIVARI DE BAIXO,4085,4550,5540,5792
SC,CATANDUVAS,1838,2105,2607,2846
SC,CAXAMBU DO SUL,492,572,676,784
SC,CELSO RAMOS,238,287,371,443
SC,CERRO NEGRO,188,205,252,322
SC,CHAPADAO DO LAGEADO,236,249,299,490
SC,CHAPECO,55243,62556,73453,78514
SC,COCAL DO SUL,4106,4663,5352,5557
SC,CONCORDIA,18086,20486,23588,24886
SC,CORDILHEIRA ALTA,848,972,1195,1248
SC,CORONEL FREITAS,1536,1737,2062,2177
SC,CORONEL MARTINS,187,217,271,373
SC,CORREIA PINTO,2283,2483,2948,3153
SC,CORUPA,2658,2990,3593,3719
SC,CRICIUMA,49340,54710,63683,66080
SC,CUNHA PORA,1645,1861,2245,2565
SC,CUNHATAI,252,315,365,487
SC,CURITIBANOS,6940,7606,8889,9204
SC,DESCANSO,1162,1327,1632,2086
SC,DIONISIO CERQUEIRA,1933,2105,2489,2850
SC,DONA EMMA,464,577,780,783
SC,DOUTOR PEDRINHO,453,530,688,729
SC,ENTRE RIOS,183,206,300,413
SC,ERMO,291,327,386,442
SC,ERVAL VELHO,586,685,884,961
SC,FAXINAL DOS GUEDES,1798,2113,2559,2870
SC,FLOR DO SERTAO,186,214,281,339
SC,FLORIANOPOLIS,184188,198430,219287,226354
SC,FORMOSA DO SUL,250,283,358,464
SC,FORQUILHINHA,4291,5011,6402,7094
SC,FRAIBURGO,5555,6346,7375,7868
SC,FREI ROGERIO,270,283,317,372
SC,GALVAO,378,405,488,650
SC,GAROPABA,4993,5744,6838,7311
SC,GARUVA,2391,2711,3340,3646
SC,GASPAR,13915,15966,18716,19378
SC,GOVERNADOR CELSO RAMOS,2732,3256,3899,4195
SC,GRAO PARA,904,994,1250,1564
SC,GRAVATAL,1877,2166,2672,2814
SC,GUABIRUBA,4980,5740,6674,6925
SC,GUARACIABA,1425,1715,2112,2567
SC,GUARAMIRIM,8608,10219,12631,13285
SC,GUARUJA DO SUL,657,727,864,1026
SC,GUATAMBU,1121,1305,1657,1848
SC,HERVAL DOESTE,4386,4845,5647,5914
SC,IBIAM,330,346,434,477
SC,IBICARE,537,575,676,723
SC,IBIRAMA,3890,4558,5374,5469
SC,ICARA,9948,11401,13824,14482
SC,ILHOTA,2188,2604,3205,3487
SC,IMARUI,1032,1184,1511,1699
SC,IMBITUBA,9238,10448,12559,13141
SC,IMBUIA,578,667,798,1031
SC,INDAIAL,13445,16125,19329,20419
SC,IOMERE,582,629,742,790
SC,IPIRA,532,631,778,896
SC,IPORA DO OESTE,1243,1504,1743,2140
SC,IPUACU,530,633,791,986
SC,IPUMIRIM,901,1055,1327,1567
SC,IRACEMINHA,446,502,631,787
SC,IRANI,1560,1727,2106,2325
SC,IRATI,199,235,302,366
SC,IRINEOPOLIS,807,923,1143,1427
SC,ITA,1260,1387,1666,1800
SC,ITAIOPOLIS,2169,2340,2837,3464
SC,ITAJAI,57893,65693,78249,82924
SC,ITAPEMA,16641,19250,22797,24991
SC,ITAPIRANGA,2994,3374,4052,4377
SC,ITAPOA,4480,5093,6012,6677
SC,ITUPORANGA,4293,4884,5827,6526
SC,JABORA,500,536,648,811
SC,JACINTO MACHADO,1242,1384,1678,1940
SC,JAGUARUNA,2741,3162,3782,4145
SC,JARAGUA DO SUL,48843,54637,64075,66051
SC,JARDINOPOLIS,233,256,320,431
SC,JOACABA,8831,9663,10643,11244
SC,JOINVILLE,158686,175228,199590,207731
SC,JOSE BOITEUX,407,487,647,679
SC,JUPIA,264,285,372,529
SC,LACERDOPOLIS,548,617,688,756
SC,LAGES,33894,36710,41747,43135
SC,LAGUNA,7877,8464,9840,10265
SC,LAJEADO GRANDE,204,228,299,358
SC,LAURENTINO,1362,1551,1839,2004
SC,LAURO MULLER,3293,3513,4023,4088
SC,LEBON REGIS,840,1033,1312,1376
SC,LEOBERTO LEAL,275,330,391,458
SC,LINDOIA DO SUL,373,436,579,852
SC,LONTRAS,1776,2166,2720,2941
SC,LUIZ ALVES,2096,2527,3133,3295
SC,LUZERNA,1509,1654,1902,2072
SC,MACIEIRA,147,166,233,270
SC,MAFRA,9733,10640,12298,13417
SC,MAJOR GERCINO,335,364,464,505
SC,MAJOR VIEIRA,475,539,686,817
SC,MARACAJA,1074,1234,1451,1550
SC,MARAVILHA,5052,5840,7036,7730
SC,MAREMA,228,259,329,439
SC,MASSARANDUBA,3031,3388,4077,4178
SC,MATOS COSTA,231,240,278,301
SC,MELEIRO,1284,1385,1648,1828
SC,MIRIM DOCE,277,337,398,494
SC,MODELO,645,757,900,1038
SC,MONDAI,1541,1733,2095,2337
SC,MONTE CARLO,808,947,1156,1321
SC,MONTE CASTELO,704,756,893,1021
SC,MORRO DA FUMACA,2832,3295,3958,4183
SC,MORRO GRANDE,389,426,528,592
SC,NAVEGANTES,14704,17275,21701,23972
SC,NOVA ERECHIM,780,851,1042,1211
SC,NOVA ITABERABA,474,508,678,797
SC,NOVA TRENTO,2214,2630,3190,3355
SC,NOVA VENEZA,2605,2935,3521,3859
SC,NOVO HORIZONTE,258,292,358,480
SC,ORLEANS,4280,4739,5588,6123
SC,OTACILIO COSTA,3365,3762,4425,4636
SC,OURO,1151,1368,1597,1710
SC,OURO VERDE,207,248,284,391
SC,PAIAL,211,240,301,385
SC,PAINEL,202,231,269,281
SC,PALHOCA,42722,48892,58779,63262
SC,PALMA SOLA,758,879,1064,1337
SC,PALMEIRA,272,297,354,401
SC,PALMITOS,2156,2426,2923,3273
SC,PAPANDUVA,1967,2173,2766,3130
SC,PARAISO,374,451,610,738
SC,PASSO DE TORRES,1379,1580,1985,2110
SC,PASSOS MAIA,370,423,512,603
SC,PAULO LOPES,1102,1231,1584,1749
SC,PEDRAS GRANDES,517,621,766,821
SC,PENHA,5722,6737,8176,8919
SC,PERITIBA,475,570,722,799
SC,PESCARIA BRAVA,989,1203,1517,1667
SC,PETROLANDIA,751,879,1160,1424
SC,PINHALZINHO,4388,4969,5797,6363
SC,PINHEIRO PRETO,621,709,802,885
SC,PIRATUBA,824,943,1138,1304
SC,PLANALTO ALEGRE,316,370,474,542
SC,POMERODE,8887,10109,11745,12309
SC,PONTE ALTA,541,613,717,776
SC,PONTE ALTA DO NORTE,303,382,454,475
SC,PONTE SERRADA,1368,1589,1883,2052
SC,PORTO BELO,4568,5339,6524,7203
SC,PORTO UNIAO,5881,6430,7329,7731
SC,POUSO REDONDO,2183,2545,3305,3411
SC,PRAIA GRANDE,926,1013,1169,1311
SC,PRESIDENTE CASTELLO BRANCO,244,278,342,395
SC,PRESIDENTE GETULIO,2499,2956,3742,4073
SC,PRESIDENTE NEREU,201,233,301,349
SC,PRINCESA,293,399,507,703
SC,QUILOMBO,1517,1692,2121,2349
SC,RANCHO QUEIMADO,600,644,742,816
SC,RIO DAS ANTAS,681,822,971,1114
SC,RIO DO CAMPO,679,790,972,1140
SC,RIO DO OESTE,738,837,1031,1248
SC,RIO DO SUL,17494,19185,22144,22998
SC,RIO DOS CEDROS,1750,2129,2703,2866
SC,RIO FORTUNA,650,753,886,1127
SC,RIO NEGRINHO,6226,7100,8612,8952
SC,RIO RUFINO,197,232,264,294
SC,RIQUEZA,438,486,610,776
SC,RODEIO,2125,2517,2967,3027
SC,ROMELANDIA,543,640,832,981
SC,SALETE,1331,1552,1913,1935
SC,SALTINHO,227,260,306,393
SC,SALTO VELOSO,764,878,1016,1162
SC,SANGAO,971,1266,1602,1767
SC,SANTA CECILIA,1677,1861,2337,2522
SC,SANTA HELENA,251,313,409,489
SC,SANTA ROSA DE LIMA,298,350,408,428
SC,SANTA ROSA DO SUL,799,969,1152,1287
SC,SANTA TEREZINHA,430,490,719,974
SC,SANTA TEREZINHA DO PROGRESSO,199,243,312,414
SC,SANTIAGO DO SUL,169,215,253,333
SC,SANTO AMARO DA IMPERATRIZ,4928,5510,6450,7018
SC,SAO BENTO DO SUL,16405,19202,22595,23266
SC,SAO BERNARDINO,228,255,321,415
SC,SAO BONIFACIO,287,333,422,505
SC,SAO CARLOS,1741,1929,2239,2536
SC,SAO CRISTOVAO DO SUL,463,526,649,737
SC,SAO DOMINGOS,1414,1492,1735,1997
SC,SAO FRANCISCO DO SUL,11296,12385,14385,15372
SC,SAO JOAO BATISTA,3487,4108,5250,5524
SC,SAO JOAO DO ITAPERIU,544,651,820,907
SC,SAO JOAO DO OESTE,1013,1096,1346,1592
SC,SAO JOAO DO SUL,550,636,786,943
SC,SAO JOAQUIM,4054,4400,5007,5453
SC,SAO JOSE,72997,80425,92436,97210
SC,SAO JOSE DO CEDRO,1932,2279,2759,3270
SC,SAO JOSE DO CERRITO,548,644,755,834
SC,SAO LOURENCO DO OESTE,4012,4531,5366,5959
SC,SAO LUDGERO,2374,2840,3452,3725
SC,SAO MARTINHO,430,542,669,716
SC,SAO MIGUEL DA BOA VISTA,185,212,266,354
SC,SAO MIGUEL DO OESTE,10848,11938,13688,14451
SC,SAO PEDRO DE ALCANTARA,993,1096,1263,1291
SC,SAUDADES,1533,1800,2198,2595
SC,SCHROEDER,4164,4919,5908,6106
SC,SEARA,2749,3269,4007,4516
SC,SERRA ALTA,443,517,645,792
SC,SIDEROPOLIS,2806,3036,3557,3694
SC,SOMBRIO,3312,3801,4592,5009
SC,SUL BRASIL,230,285,397,527
SC,TAIO,3155,3525,4329,4679
SC,TANGARA,1485,1722,2054,2196
SC,TIGRINHOS,199,257,325,373
SC,TIJUCAS,8452,9881,12388,13402
SC,TIMBE DO SUL,519,577,682,745
SC,TIMBO,11050,12689,14740,15263
SC,TIMBO GRANDE,581,759,897,994
SC,TRES BARRAS,2573,2878,3466,3838
SC,TREVISO,1058,1178,1236,1251
SC,TREZE DE MAIO,794,897,1059,1131
SC,TREZE TILIAS,1803,2023,2343,2510
SC,TROMBUDO CENTRAL,1449,1629,1942,1899
SC,TUBARAO,25655,27815,31565,32643
SC,TUNAPOLIS,740,830,1064,1169
SC,TURVO,2433,2668,3121,3405
SC,UNIAO DO OESTE,258,306,409,510
SC,URUBICI,1512,1714,2019,2074
SC,URUPEMA,321,350,399,443
SC,URUSSANGA,4650,5221,6041,6140
SC,VARGEAO,543,625,734,887
SC,VARGEM,191,237,274,349
SC,VARGEM BONITA,689,738,872,945
SC,VIDAL RAMOS,645,713,925,1052
SC,VIDEIRA,11730,13527,15602,16821
SC,VITOR MEIRELES,427,474,581,603
SC,WITMARSUM,524,618,797,867
SC,XANXERE,10357,11337,13287,14106
SC,XAVANTINA,332,388,543,845
SC,XAXIM,5082,5702,6939,7631
SC,ZORTEA,587,735,916,986
SE,AMPARO DE SAO FRANCISCO,153,174,224,232
SE,AQUIDABA,918,961,1137,1243
SE,ARACAJU,139493,142865,154791,159045
SE,ARAUA,371,387,470,483
SE,AREIA BRANCA,650,692,879,928
SE,BARRA DOS COQUEIROS,4927,5698,7139,7783
SE,BOQUIM,1776,1857,2120,2204
SE,BREJO GRANDE,240,220,300,296
SE,CAMPO DO BRITO,1197,1229,1448,1513
SE,CANHOBA,108,122,208,231
SE,CANINDE DE SAO FRANCISCO,1244,1437,1871,2140
SE,CAPELA,1837,2018,2422,2629
SE,CARIRA,1103,1145,1265,1410
SE,CARMOPOLIS,1289,1348,1757,1895
SE,CEDRO DE SAO JOAO,378,377,504,482
SE,CRISTINAPOLIS,663,693,818,1042
SE,CUMBE,182,193,237,252
SE,DIVINA PASTORA,232,271,304,344
SE,ESTANCIA,5878,6252,7358,7740
SE,FEIRA NOVA,185,209,283,347
SE,FREI PAULO,803,840,979,1097
SE,GARARU,384,395,496,487
SE,GENERAL MAYNARD,232,235,335,339
SE,GRACCHO CARDOSO,268,259,296,311
SE,ILHA DAS FLORES,346,341,442,444
SE,INDIAROBA,550,589,706,759
SE,ITABAIANA,7916,8477,9762,10437
SE,ITABAIANINHA,1593,1752,2003,2192
SE,ITABI,260,276,342,348
SE,ITAPORANGA DAJUDA,1318,1440,1828,2082
SE,JAPARATUBA,1074,1081,1385,1464
SE,JAPOATA,497,512,697,705
SE,LAGARTO,7507,7951,9292,9914
SE,LARANJEIRAS,1622,1779,2240,2399
SE,MACAMBIRA,293,321,373,404
SE,MALHADA DOS BOIS,163,178,257,283
SE,MALHADOR,572,556,704,744
SE,MARUIM,1085,1285,1611,1878
SE,MOITA BONITA,572,567,698,742
SE,MONTE ALEGRE DE SERGIPE,599,715,840,933
SE,MURIBECA,366,370,483,538
SE,NEOPOLIS,1176,1207,1401,1366
SE,NOSSA SENHORA APARECIDA,354,386,438,508
SE,NOSSA SENHORA DA GLORIA,2661,2904,3400,3872
SE,NOSSA SENHORA DAS DORES,1609,1546,1835,1930
SE,NOSSA SENHORA DE LOURDES,297,295,404,416
SE,NOSSA SENHORA DO SOCORRO,12358,13328,16122,16185
SE,PACATUBA,514,531,683,680
SE,PEDRA MOLE,117,127,173,181
SE,PEDRINHAS,480,467,583,597
SE,PINHAO,201,199,266,293
SE,PIRAMBU,455,465,552,586
SE,POCO REDONDO,881,1073,1337,1583
SE,POCO VERDE,1017,1103,1228,1328
SE,PORTO DA FOLHA,1090,1206,1482,1595
SE,PROPRIA,2516,2490,2950,2996
SE,RIACHAO DO DANTAS,559,585,706,742
SE,RIACHUELO,466,531,653,750
SE,RIBEIROPOLIS,1120,1184,1383,1447
SE,ROSARIO DO CATETE,834,884,1142,1255
SE,SALGADO,1008,1147,1370,1423
SE,SANTA LUZIA DO ITANHY,248,279,367,441
SE,SANTA ROSA DE LIMA,183,203,254,252
SE,SANTANA DO SAO FRANCISCO,359,357,477,510
SE,SANTO AMARO DAS BROTAS,891,1146,1405,1620
SE,SAO CRISTOVAO,7913,8263,9821,9321
SE,SAO DOMINGOS,469,491,591,626
SE,SAO FRANCISCO,160,179,204,221
SE,SAO MIGUEL DO ALEIXO,144,155,173,182
SE,SIMAO DIAS,2317,2475,2955,3149
SE,SIRIRI,487,523,640,786
SE,TELHA,130,133,181,199
SE,TOBIAS BARRETO,3388,3492,3853,3965
SE,TOMAR DO GERU,369,393,501,548
SE,UMBAUBA,1182,1211,1435,1562
SP,ADAMANTINA,7805,8294,9301,9681
SP,ADOLFO,686,702,838,959
SP,AGUAI,5006,5357,6384,6923
SP,AGUAS DA PRATA,1573,1662,1846,1950
SP,AGUAS DE LINDOIA,3836,4103,4571,4773
SP,AGUAS DE SANTA BARBARA,1349,1431,1686,1690
SP,AGUAS DE SAO PEDRO,1452,1551,1658,1736
SP,AGUDOS,6752,7150,8377,8885
