uf,municipio,d2018,d2019,d2020,d2021
CE,BELA CRUZ,865,944,1019,1129
CE,BOA VIAGEM,1308,1338,1366,1543
CE,BREJO SANTO,2706,2775,2970,2918
CE,CAMOCIM,2638,2859,2977,3448
CE,CAMPOS SALES,1293,1145,1130,1196
CE,CANINDE,4201,3937,4019,4168
CE,CAPISTRANO,498,503,516,602
CE,CARIDADE,434,455,422,465
CE,CARIRE,456,481,483,503
CE,CARIRIACU,631,648,639,803
CE,CARIUS,369,338,351,403
CE,CARNAUBAL,411,410,433,513
CE,CASCAVEL,3013,3132,3256,3685
CE,CATARINA,349,594,468,484
CE,CATUNDA,406,408,370,365
CE,CAUCAIA,20779,23076,24992,28566
CE,CEDRO,895,943,991,1041
CE,CHAVAL,405,420,451,515
CE,CHORO,226,240,295,301
CE,CHOROZINHO,688,747,772,856
CE,COREAU,529,606,677,734
CE,CRATEUS,4459,4589,4784,5530
CE,CRATO,10756,11412,11846,12776
CE,CROATA,374,374,394,403
CE,CRUZ,974,1073,1102,1215
CE,DEPUTADO IRAPUAN PINHEIRO,185,187,176,189
CE,ERERE,137,152,151,195
CE,EUSEBIO,6977,8052,9364,11093
CE,FARIAS BRITO,501,530,519,594
CE,FORQUILHA,958,829,798,929
CE,FORTALEZA,372816,388261,401294,424867
CE,FORTIM,526,550,608,689
CE,FRECHEIRINHA,477,514,542,646
CE,GENERAL SAMPAIO,163,176,165,196
CE,GRACA,441,386,357,492
CE,GRANJA,1105,1197,1182,1397
CE,GRANJEIRO,114,111,102,125
CE,GROAIRAS,476,505,514,600
CE,GUAIUBA,528,563,605,693
CE,GUARACIABA DO NORTE,1722,1563,1534,1671
CE,GUARAMIRANGA,196,205,220,222
CE,HIDROLANDIA,454,491,487,579
CE,HORIZONTE,2542,2820,3103,3811
CE,IBARETAMA,263,268,284,295
CE,IBIAPINA,746,770,812,957
CE,IBICUITINGA,301,301,322,373
CE,ICAPUI,1379,1277,1194,1319
CE,ICO,2468,2428,2379,2536
CE,IGUATU,6770,6952,7230,7672
CE,INDEPENDENCIA,1035,1061,1062,1169
CE,IPAPORANGA,220,208,230,260
CE,IPAUMIRIM,401,409,412,444
CE,IPU,1558,1585,1645,1800
CE,IPUEIRAS,790,830,904,1010
CE,IRACEMA,640,614,656,698
CE,IRAUCUBA,627,634,661,772
CE,ITAICABA,319,270,282,326
CE,ITAITINGA,2226,2747,3297,3971
CE,ITAPAJE,1675,1655,1754,2011
CE,ITAPIPOCA,4698,4822,5230,5841
CE,ITAPIUNA,438,457,476,494
CE,ITAREMA,1190,1325,1372,1547
CE,ITATIRA,573,657,560,632
CE,JAGUARETAMA,531,498,476,711
CE,JAGUARIBARA,325,332,447,467
CE,JAGUARIBE,1974,2021,2030,2287
CE,JAGUARUANA,1216,1308,1370,1493
CE,JARDIM,802,876,895,972
CE,JATI,319,344,352,382
CE,JIJOCA DE JERICOACOARA,819,992,1082,1197
CE,JUAZEIRO DO NORTE,19994,20643,21459,23639
CE,JUCAS,761,779,862,1020
CE,LAVRAS DA MANGABEIRA,994,967,1030,1121
CE,LIMOEIRO DO NORTE,4058,4314,4539,5327
CE,MADALENA,374,420,434,494
CE,MARACANAU,14356,15678,16856,18892
CE,MARANGUAPE,4606,4902,5207,6051
CE,MARCO,771,821,840,887
CE,MARTINOPOLE,307,298,325,348
CE,MASSAPE,1661,1439,1394,1476
CE,MAURITI,1623,1530,1715,1902
CE,MERUOCA,408,453,503,577
CE,MILAGRES,1228,1303,1426,1569
CE,MILHA,396,435,461,512
CE,MIRAIMA,194,216,224,247
CE,MISSAO VELHA,1243,1336,1338,1520
CE,MOMBACA,1426,1460,1417,1571
CE,MONSENHOR TABOSA,575,688,750,818
CE,MORADA NOVA,2174,2308,2491,2755
CE,MORAUJO,233,269,293,335
CE,MORRINHOS,514,530,530,555
CE,MUCAMBO,425,422,417,474
CE,MULUNGU,260,311,282,289
CE,NOVA OLINDA,503,536,547,635
CE,NOVA RUSSAS,1422,1556,1643,1675
CE,NOVO ORIENTE,673,699,736,809
CE,OCARA,662,708,812,812
CE,OROS,829,832,873,895
CE,PACAJUS,2995,3177,3447,3938
CE,PACATUBA,2863,3253,3714,4299
CE,PACOTI,310,325,326,395
CE,PACUJA,273,277,282,303
CE,PALHANO,261,296,291,355
CE,PALMACIA,254,259,286,329
CE,PARACURU,1925,2088,2197,2422
CE,PARAIPABA,1333,1373,1458,1675
CE,PARAMBU,463,471,461,512
CE,PARAMOTI,641,407,360,386
CE,PEDRA BRANCA,1171,1179,1231,1186
CE,PENAFORTE,390,440,444,464
CE,PENTECOSTE,1284,1362,1405,1542
CE,PEREIRO,531,549,559,643
CE,PINDORETAMA,850,918,1031,1149
CE,PIQUET CARNEIRO,370,387,515,434
CE,PIRES FERREIRA,187,205,188,214
CE,PORANGA,360,357,382,404
CE,PORTEIRAS,447,529,565,594
CE,POTENGI,369,380,372,389
CE,POTIRETAMA,134,137,177,172
CE,QUITERIANOPOLIS,379,421,458,516
CE,QUIXADA,4051,4315,4702,5189
CE,QUIXELO,333,334,338,406
CE,QUIXERAMOBIM,3273,3199,3346,3775
CE,QUIXERE,732,874,840,943
CE,REDENCAO,841,873,898,1060
CE,RERIUTABA,717,737,790,813
CE,RUSSAS,3779,3986,4251,4749
CE,SABOEIRO,362,387,382,447
CE,SALITRE,258,258,236,256
CE,SANTA QUITERIA,1580,1615,1661,1805
CE,SANTANA DO ACARAU,946,977,988,1095
CE,SANTANA DO CARIRI,511,422,402,462
CE,SAO BENEDITO,1862,2067,1996,2288
CE,SAO GONCALO DO AMARANTE,2658,3006,3285,3783
CE,SAO JOAO DO JAGUARIBE,284,310,308,354
CE,SAO LUIS DO CURU,420,434,456,492
CE,SENADOR POMPEU,1067,1046,1078,1134
CE,SENADOR SA,160,192,216,198
CE,SOBRAL,15954,17090,17927,19853
CE,SOLONOPOLE,541,547,593,684
CE,TABULEIRO DO NORTE,1535,1737,1844,2151
CE,TAMBORIL,703,715,739,773
CE,TARRAFAS,146,213,224,238
CE,TAUA,3167,3128,3195,3420
CE,TEJUCUOCA,276,275,304,340
CE,TIANGUA,4316,4413,4443,4954
CE,TRAIRI,1424,1567,1586,1806
CE,TURURU,230,341,373,398
CE,UBAJARA,1555,1602,1775,2039
CE,UMARI,155,191,214,246
CE,UMIRIM,401,560,447,512
CE,URUBURETAMA,544,607,659,780
CE,URUOCA,300,357,384,531
CE,VARJOTA,864,893,994,1078
CE,VARZEA ALEGRE,1241,1345,1383,1544
CE,VICOSA DO CEARA,1618,1479,1723,1716
DF,BRASILIA,743305,777164,809224,837279
ES,AFONSO CLAUDIO,2266,2314,2448,2531
ES,AGUA DOCE DO NORTE,803,852,813,841
ES,AGUIA BRANCA,833,846,888,922
ES,ALEGRE,3533,3694,3790,3970
ES,ALFREDO CHAVES,1104,1145,1244,1401
ES,ALTO RIO NOVO,487,505,488,512
ES,ANCHIETA,3210,3433,3574,3851
ES,APIACA,570,572,596,678
ES,ARACRUZ,12731,13892,14789,15951
ES,ATILIO VIVACQUA,703,732,768,802
ES,BAIXO GUANDU,3163,4068,3803,5967
ES,BARRA DE SAO FRANCISCO,4180,4243,4362,4692
ES,BOA ESPERANCA,953,1014,1112,1191
ES,BOM JESUS DO NORTE,1009,1012,1060,1117
ES,BREJETUBA,669,658,723,695
ES,CACHOEIRO DE ITAPEMIRIM,28241,28704,29980,31878
ES,CARIACICA,41837,43071,45026,48837
ES,CASTELO,4175,4331,4629,4925
ES,COLATINA,15971,16856,17472,18821
ES,CONCEICAO DA BARRA,2202,2288,2577,2814
ES,CONCEICAO DO CASTELO,1012,1098,1109,1155
ES,DIVINO DE SAO LOURENCO,231,255,301,320
ES,DOMINGOS MARTINS,3163,3430,3583,3892
ES,DORES DO RIO PRETO,437,449,489,500
ES,ECOPORANGA,1797,1867,1946,1993
ES,FUNDAO,2085,2184,2286,2467
ES,GOVERNADOR LINDENBERG,754,796,854,879
ES,GUACUI,2770,2908,3022,3232
ES,GUARAPARI,16182,16933,17903,19019
ES,IBATIBA,1660,1648,1714,1841
ES,IBIRACU,1471,1521,1593,1707
ES,IBITIRAMA,507,528,524,575
ES,ICONHA,1498,1520,1610,1684
ES,IRUPI,810,811,867,879
ES,ITAGUACU,1172,1214,1224,1292
ES,ITAPEMIRIM,2856,3092,3395,3707
ES,ITARANA,976,982,1007,1058
ES,IUNA,2368,2495,2584,2643
ES,JAGUARE,1742,1876,1926,2072
ES,JERONIMO MONTEIRO,1145,1197,1257,1367
ES,JOAO NEIVA,2676,2762,2854,3078
ES,LARANJA DA TERRA,513,553,603,653
ES,LINHARES,18160,20688,21626,23988
ES,MANTENOPOLIS,1021,1121,1099,1168
ES,MARATAIZES,4284,4405,4681,5119
ES,MARECHAL FLORIANO,1628,1707,1755,1962
ES,MARILANDIA,917,957,1044,1118
ES,MIMOSO DO SUL,2104,2206,2230,2340
ES,MONTANHA,1472,1539,1591,1717
ES,MUCURICI,273,292,333,319
ES,MUNIZ FREIRE,1356,1402,1527,1637
ES,MUQUI,1569,1606,1654,1726
ES,NOVA VENECIA,5004,5386,5714,6070
ES,PANCAS,1124,1246,1253,1300
ES,PEDRO CANARIO,1807,1804,1935,2066
ES,PINHEIROS,2050,2092,2160,2340
ES,PIUMA,2252,2360,2433,2568
ES,PONTO BELO,397,406,445,438
ES,PRESIDENTE KENNEDY,921,1000,1052,1114
ES,RIO BANANAL,1524,1592,1671,1714
ES,RIO NOVO DO SUL,1118,1147,1208,1288
ES,SANTA LEOPOLDINA,711,729,808,828
ES,SANTA MARIA DE JETIBA,2529,2659,2897,3154
ES,SANTA TERESA,2950,3099,3197,3415
ES,SAO DOMINGOS DO NORTE,799,850,904,939
ES,SAO GABRIEL DA PALHA,3313,3327,3523,3673
ES,SAO JOSE DO CALCADO,956,965,1000,1063
ES,SAO MATEUS,14353,15295,15564,16971
ES,SAO ROQUE DO CANAA,792,805,820,874
ES,SERRA,71146,74850,79477,86298
ES,SOORETAMA,1316,1443,1546,1737
ES,VARGEM ALTA,1493,1549,1685,1820
ES,VENDA NOVA DO IMIGRANTE,2808,3009,3204,3537
ES,VIANA,5885,6175,6577,7252
ES,VILA PAVAO,617,622,585,581
ES,VILA VALERIO,918,916,1071,1154
ES,VILA VELHA,101908,105652,110091,116974
ES,VITORIA,104961,107162,110897,113984
EX,EXTERIOR,29653,31594,32141,29715
GO,ABADIA DE GOIAS,905,945,1015,1198
GO,ABADIANIA,980,992,1041,1099
GO,ACREUNA,2375,2457,2512,2718
GO,ADELANDIA,185,224,234,238
GO,AGUA FRIA DE GOIAS,316,351,353,397
GO,AGUA LIMPA,183,188,210,221
GO,AGUAS LINDAS DE GOIAS,9594,10328,11814,13664
GO,ALEXANIA,2483,2659,2811,3125
GO,ALOANDIA,196,209,264,272
GO,ALTO HORIZONTE,801,870,991,1063
GO,ALTO PARAISO DE GOIAS,703,781,854,959
GO,ALVORADA DO NORTE,610,682,726,765
GO,AMARALINA,134,126,141,167
GO,AMERICANO DO BRASIL,353,363,374,433
GO,AMORINOPOLIS,322,364,376,402
GO,ANAPOLIS,55524,59623,64919,70378
GO,ANHANGUERA,121,128,122,139
GO,ANICUNS,1834,1984,2095,2319
GO,APARECIDA DE GOIANIA,57581,62692,66802,72946
GO,APARECIDA DO RIO DOCE,321,337,333,362
GO,APORE,428,475,533,563
GO,ARACU,273,291,327,347
GO,ARAGARCAS,1925,2136,2310,2490
GO,ARAGOIANIA,726,753,763,799
GO,ARAGUAPAZ,465,467,526,592
GO,ARENOPOLIS,256,298,329,345
GO,ARUANA,611,677,696,736
GO,AURILANDIA,343,343,348,365
GO,AVELINOPOLIS,225,256,251,274
GO,BALIZA,154,162,171,168
GO,BARRO ALTO,945,1056,1147,1253
GO,BELA VISTA DE GOIAS,2911,3139,3330,3641
GO,BOM JARDIM DE GOIAS,644,662,681,766
GO,BOM JESUS,3850,3998,4232,4719
GO,BONFINOPOLIS,572,642,719,731
GO,BONOPOLIS,192,266,287,221
GO,BRAZABRANTES,414,403,423,426
GO,BRITANIA,538,548,592,668
GO,BURITI ALEGRE,913,966,1048,1165
GO,BURITI DE GOIAS,209,207,246,246
GO,BURITINOPOLIS,194,218,233,272
GO,CABECEIRAS,554,587,608,670
GO,CACHOEIRA ALTA,1826,1771,1780,1896
GO,CACHOEIRA DE GOIAS,144,172,153,170
GO,CACHOEIRA DOURADA,1199,1297,1419,1363
GO,CACU,1914,1955,2052,2192
GO,CAIAPONIA,1798,1956,2054,2215
GO,CALDAS NOVAS,12335,13163,13935,14390
GO,CALDAZINHA,272,279,325,360
GO,CAMPESTRE DE GOIAS,167,194,221,246
GO,CAMPINACU,169,173,206,202
GO,CAMPINORTE,1266,1279,1439,1559
GO,CAMPO ALEGRE DE GOIAS,707,759,772,832
GO,CAMPO LIMPO DE GOIAS,359,355,389,448
GO,CAMPOS BELOS,1819,1927,1947,2054
GO,CAMPOS VERDES,211,223,237,248
GO,CARMO DO RIO VERDE,1013,1065,1189,1253
GO,CASTELANDIA,391,387,383,469
GO,CATALAO,17595,18429,19566,21063
GO,CATURAI,383,382,403,438
GO,CAVALCANTE,372,398,432,454
GO,CERES,3397,3510,3571,3833
GO,CEZARINA,745,765,803,882
GO,CHAPADAO DO CEU,2477,2689,2846,3166
GO,CIDADE OCIDENTAL,6066,6592,7210,7989
GO,COCALZINHO DE GOIAS,926,1002,1097,1218
GO,COLINAS DO SUL,184,220,233,254
GO,CORREGO DO OURO,251,296,308,307
GO,CORUMBA DE GOIAS,513,575,585,636
GO,CORUMBAIBA,1014,1098,1127,1183
GO,CRISTALINA,5328,5673,6065,6829
GO,CRISTIANOPOLIS,274,289,315,332
GO,CRIXAS,2676,2712,2788,2904
GO,CROMINIA,468,492,508,546
GO,CUMARI,278,321,327,340
GO,DAMIANOPOLIS,200,245,281,302
GO,DAMOLANDIA,246,241,265,298
GO,DAVINOPOLIS,144,153,154,163
GO,DIORAMA,171,169,192,198
GO,DIVINOPOLIS DE GOIAS,309,335,348,364
GO,DOVERLANDIA,725,741,729,750
GO,EDEALINA,466,452,521,550
GO,EDEIA,1603,1671,1691,1782
GO,ESTRELA DO NORTE,298,279,290,307
GO,FAINA,374,412,383,437
GO,FAZENDA NOVA,390,415,426,453
GO,FIRMINOPOLIS,1127,1248,1233,1356
GO,FLORES DE GOIAS,401,397,405,427
GO,FORMOSA,14615,15622,17135,18154
GO,FORMOSO,436,458,480,534
GO,GAMELEIRA DE GOIAS,152,175,180,220
GO,GOIANAPOLIS,716,784,828,905
GO,GOIANDIRA,617,674,711,793
GO,GOIANESIA,7912,8342,9139,9957
GO,GOIANIA,335940,350345,363711,382313
GO,GOIANIRA,4285,4603,5250,5789
GO,GOIAS,2874,2819,2893,3077
GO,GOIATUBA,5221,5522,5879,6341
GO,GOUVELANDIA,674,657,673,708
GO,GUAPO,1379,1445,1608,1732
GO,GUARAITA,195,210,223,241
GO,GUARANI DE GOIAS,188,206,219,229
GO,GUARINOS,143,117,121,133
GO,HEITORAI,214,222,218,241
GO,HIDROLANDIA,1718,1970,2135,2411
GO,HIDROLINA,331,338,349,355
GO,IACIARA,722,786,860,815
GO,INACIOLANDIA,1035,1046,1052,1104
GO,INDIARA,1529,1596,1666,1782
GO,INHUMAS,6924,7118,7386,7746
GO,IPAMERI,3194,3158,3322,3628
GO,IPIRANGA DE GOIAS,199,229,229,245
GO,IPORA,6044,6531,6835,7386
GO,ISRAELANDIA,255,297,294,352
GO,ITABERAI,5138,5416,5634,6102
GO,ITAGUARI,348,354,382,411
GO,ITAGUARU,513,543,536,567
GO,ITAJA,619,628,678,735
GO,ITAPACI,2529,2496,2636,2778
GO,ITAPIRAPUA,709,760,841,770
GO,ITAPURANGA,2628,2711,2800,2892
GO,ITARUMA,719,694,701,749
GO,ITAUCU,738,725,780,807
GO,ITUMBIARA,16481,17317,17766,19184
GO,IVOLANDIA,177,177,190,214
GO,JANDAIA,616,663,694,715
GO,JARAGUA,3288,3384,3445,3695
GO,JATAI,15232,16544,17307,18558
GO,JAUPACI,253,252,258,287
GO,JESUPOLIS,127,127,127,124
GO,JOVIANIA,1063,1107,1179,1323
GO,JUSSARA,2695,2774,2782,3107
GO,LAGOA SANTA,133,138,152,168
GO,LEOPOLDO DE BULHOES,497,530,576,638
GO,LUZIANIA,15396,16640,17645,19603
GO,MAIRIPOTABA,264,254,296,302
GO,MAMBAI,536,574,620,693
GO,MARA ROSA,1016,1087,1167,1271
GO,MARZAGAO,229,248,258,276
GO,MATRINCHA,331,360,364,395
GO,MAURILANDIA,1722,1614,1558,1692
GO,MIMOSO DE GOIAS,129,140,141,125
GO,MINACU,3055,3024,3181,3273
GO,MINEIROS,9854,10075,10605,11675
GO,MOIPORA,120,128,141,149
GO,MONTE ALEGRE DE GOIAS,297,309,296,307
GO,MONTES CLAROS DE GOIAS,923,912,937,1078
GO,MONTIVIDIU,1740,1945,2073,2367
GO,MONTIVIDIU DO NORTE,220,221,224,248
GO,MORRINHOS,6342,6614,6953,7536
GO,MORRO AGUDO DE GOIAS,174,183,208,267
GO,MOSSAMEDES,457,425,447,472
GO,MOZARLANDIA,1363,1500,1691,1867
GO,MUNDO NOVO,478,492,479,513
GO,MUTUNOPOLIS,228,247,260,298
GO,NAZARIO,620,689,720,778
GO,NEROPOLIS,2983,3275,3530,3927
GO,NIQUELANDIA,3679,3785,3890,4089
GO,NOVA AMERICA,145,144,159,153
GO,NOVA AURORA,281,267,284,316
GO,NOVA CRIXAS,1060,1167,1113,1227
GO,NOVA GLORIA,682,675,716,751
GO,NOVA IGUACU DE GOIAS,238,238,255,286
GO,NOVA ROMA,146,172,189,192
GO,NOVA VENEZA,815,839,960,1042
GO,NOVO BRASIL,204,227,246,236
GO,NOVO GAMA,5661,6222,6684,7238
GO,NOVO PLANALTO,301,303,301,336
GO,ORIZONA,1472,1632,1767,1862
GO,OURO VERDE DE GOIAS,267,295,297,324
GO,OUVIDOR,850,949,936,1060
GO,PADRE BERNARDO,1907,2039,2136,2279
GO,PALESTINA DE GOIAS,293,301,316,333
GO,PALMEIRAS DE GOIAS,2365,2579,2868,3397
GO,PALMELO,220,243,228,270
GO,PALMINOPOLIS,340,387,430,476
GO,PANAMA,257,270,293,328
GO,PARANAIGUARA,1261,1227,1238,1344
GO,PARAUNA,1361,1442,1427,1624
GO,PEROLANDIA,274,280,291,333
GO,PETROLINA DE GOIAS,749,787,818,848
GO,PILAR DE GOIAS,217,213,220,220
GO,PIRACANJUBA,2343,2434,2533,2827
GO,PIRANHAS,1077,1141,1177,1315
GO,PIRENOPOLIS,1957,2105,2269,2436
GO,PIRES DO RIO,4286,4497,4676,5065
GO,PLANALTINA,6106,6803,7263,8030
GO,PONTALINA,1990,2056,2121,2270
GO,PORANGATU,4493,4770,4882,5340
GO,PORTEIRAO,507,545,552,609
GO,PORTELANDIA,361,386,413,441
GO,POSSE,3597,3829,4009,4392
GO,PROFESSOR JAMIL,274,282,309,360
GO,QUIRINOPOLIS,8041,8430,8652,9468
GO,RIALMA,1387,1409,1411,1462
GO,RIANAPOLIS,401,407,414,455
GO,RIO QUENTE,476,541,550,522
GO,RIO VERDE,31345,33478,35559,39518
GO,RUBIATABA,2319,2403,2545,2777
GO,SANCLERLANDIA,875,944,978,1034
GO,SANTA BARBARA DE GOIAS,579,606,586,602
GO,SANTA CRUZ DE GOIAS,160,167,183,207
GO,SANTA FE DE GOIAS,534,589,568,664
GO,SANTA HELENA DE GOIAS,5662,5642,5887,6314
GO,SANTA ISABEL,219,221,238,249
GO,SANTA RITA DO ARAGUAIA,912,951,937,1051
GO,SANTA RITA DO NOVO DESTINO,131,140,162,175
GO,SANTA ROSA DE GOIAS,180,215,227,258
GO,SANTA TEREZA DE GOIAS,324,333,340,346
GO,SANTA TEREZINHA DE GOIAS,729,758,806,861
GO,SANTO ANTONIO DA BARRA,400,411,414,469
GO,SANTO ANTONIO DE GOIAS,687,701,804,847
GO,SANTO ANTONIO DO DESCOBERTO,3771,4035,4350,4790
GO,SAO DOMINGOS,620,653,663,728
GO,SAO FRANCISCO DE GOIAS,419,410,445,438
GO,SAO JOAO DA PARAUNA,190,196,188,289
GO,SAO JOAO DALIANCA,726,771,819,889
GO,SAO LUIS DE MONTES BELOS,4046,4258,4431,4802
GO,SAO LUIZ DO NORTE,332,344,356,384
GO,SAO MIGUEL DO ARAGUAIA,2246,2398,2479,2783
GO,SAO MIGUEL DO PASSA QUATRO,253,253,283,324
GO,SAO PATRICIO,176,184,192,253
GO,SAO SIMAO,2108,2111,2187,2533
GO,SENADOR CANEDO,9359,10633,12353,14174
GO,SERRANOPOLIS,1026,1007,1146,1332
GO,SILVANIA,2033,2272,2443,2615
GO,SIMOLANDIA,344,358,364,394
GO,SITIO DABADIA,86,98,112,121
GO,TAQUARAL DE GOIAS,425,435,431,443
GO,TERESINA DE GOIAS,120,121,123,131
GO,TEREZOPOLIS DE GOIAS,436,477,527,594
GO,TRES RANCHOS,240,254,262,282
GO,TRINDADE,11786,12926,14186,15487
GO,TROMBAS,196,203,198,250
GO,TURVANIA,676,709,670,644
GO,TURVELANDIA,564,567,599,643
GO,UIRAPURU,207,224,230,232
GO,URUACU,4343,4752,5155,5454
GO,URUANA,968,991,1101,1122
GO,URUTAI,411,435,482,517
GO,VALPARAISO DE GOIAS,20453,22518,24376,26524
GO,VARJAO,301,306,334,385
GO,VIANOPOLIS,1431,1551,1666,1803
GO,VICENTINOPOLIS,1207,1184,1334,1406
GO,VILA BOA,193,206,245,265
GO,VILA PROPICIO,190,224,228,306
MA,ACAILANDIA,7833,8489,8741,9988
MA,AFONSO CUNHA,111,109,119,128
MA,AGUA DOCE DO MARANHAO,251,242,253,288
MA,ALCANTARA,578,671,751,824
MA,ALDEIAS ALTAS,345,362,380,425
MA,ALTAMIRA DO MARANHAO,187,203,207,246
MA,ALTO ALEGRE DO MARANHAO,343,355,390,451
MA,ALTO ALEGRE DO PINDARE,723,746,753,885
MA,ALTO PARNAIBA,744,773,773,842
MA,AMAPA DO MARANHAO,163,173,183,219
MA,AMARANTE DO MARANHAO,804,873,980,1006
MA,ANAJATUBA,562,621,652,735
MA,ANAPURUS,570,572,579,599
MA,APICUM-ACU,279,273,262,306
MA,ARAGUANA,183,203,221,246
MA,ARAIOSES,815,782,793,900
MA,ARAME,641,660,682,710
MA,ARARI,1255,1362,1347,1552
MA,AXIXA,311,352,378,427
MA,BACABAL,5862,6163,6241,6901
MA,BACABEIRA,502,475,488,601
MA,BACURI,413,459,460,564
MA,BACURITUBA,90,101,106,95
MA,BALSAS,9766,10422,10830,11910
MA,BARAO DE GRAJAU,755,789,799,920
MA,BARRA DO CORDA,3427,3621,3767,4229
MA,BARREIRINHAS,1589,1711,1827,2106
MA,BELA VISTA DO MARANHAO,234,275,279,332
MA,BELAGUA,105,120,114,128
MA,BENEDITO LEITE,134,151,145,173
MA,BEQUIMAO,337,385,438,512
MA,BERNARDO DO MEARIM,163,164,188,194
MA,BOA VISTA DO GURUPI,161,171,196,260
MA,BOM JARDIM,751,819,844,906
MA,BOM JESUS DAS SELVAS,801,843,906,1079
MA,BOM LUGAR,202,217,290,334
MA,BREJO,1070,1141,1146,1226
MA,BREJO DE AREIA,97,91,91,132
MA,BURITI,870,950,865,985
MA,BURITI BRAVO,494,631,609,651
MA,BURITICUPU,1823,1912,2007,2165
MA,BURITIRANA,234,275,321,329
MA,CACHOEIRA GRANDE,141,164,164,214
MA,CAJAPIO,135,158,161,178
MA,CAJARI,225,223,223,237
MA,CAMPESTRE DO MARANHAO,533,617,631,744
MA,CANDIDO MENDES,401,419,487,555
MA,CANTANHEDE,531,553,577,604
MA,CAPINZAL DO NORTE,235,278,329,501
MA,CAROLINA,1838,1819,1834,1992
MA,CARUTAPERA,623,686,709,837
MA,CAXIAS,8792,9328,9412,10425
MA,CEDRAL,211,236,232,244
MA,CENTRAL DO MARANHAO,133,119,131,127
MA,CENTRO DO GUILHERME,116,117,152,181
MA,CENTRO NOVO DO MARANHAO,327,362,400,501
MA,CHAPADINHA,3475,3674,3695,4058
MA,CIDELANDIA,498,507,539,601
MA,CODO,4017,4087,4132,4597
MA,COELHO NETO,1788,1847,1629,1785
MA,COLINAS,1138,1317,1407,1576
MA,CONCEICAO DO LAGO-ACU,282,308,311,392
MA,COROATA,1854,1937,1933,2137
MA,CURURUPU,986,1056,1029,1303
MA,DAVINOPOLIS,397,462,483,631
MA,DOM PEDRO,915,1036,1030,1171
MA,DUQUE BACELAR,274,295,274,309
MA,ESPERANTINOPOLIS,563,586,630,754
MA,ESTREITO,2059,2153,2153,2341
MA,FEIRA NOVA DO MARANHAO,184,195,202,213
MA,FERNANDO FALCAO,51,58,62,162
MA,FORMOSA DA SERRA NEGRA,461,495,512,583
MA,FORTALEZA DOS NOGUEIRAS,764,791,800,920
MA,FORTUNA,518,553,571,606
MA,GODOFREDO VIANA,248,318,389,511
MA,GONCALVES DIAS,409,419,437,478
MA,GOVERNADOR ARCHER,275,283,291,334
MA,GOVERNADOR EDISON LOBAO,585,600,672,832
MA,GOVERNADOR EUGENIO BARROS,359,422,453,544
MA,GOVERNADOR LUIZ ROCHA,155,158,164,201
MA,GOVERNADOR NEWTON BELLO,171,189,179,199
MA,GOVERNADOR NUNES FREIRE,712,725,835,911
MA,GRACA ARANHA,182,197,186,196
MA,GRAJAU,3080,3195,3299,3549
MA,GUIMARAES,352,392,381,431
MA,HUMBERTO DE CAMPOS,327,407,410,456
MA,ICATU,354,403,408,461
MA,IGARAPE DO MEIO,291,313,354,393
MA,IGARAPE GRANDE,381,389,440,443
MA,IMPERATRIZ,31156,33177,34068,37536
MA,ITAIPAVA DO GRAJAU,175,179,167,219
MA,ITAPECURU MIRIM,2127,2243,2319,2664
MA,ITINGA DO MARANHAO,1152,1207,1256,1348
MA,JATOBA,79,86,93,132
MA,JENIPAPO DOS VIEIRAS,137,157,211,232
MA,JOAO LISBOA,1039,1128,1195,1387
MA,JOSELANDIA,295,328,361,430
MA,JUNCO DO MARANHAO,104,127,122,144
MA,LAGO DA PEDRA,1825,1823,1987,2279
MA,LAGO DO JUNCO,254,267,312,346
MA,LAGO DOS RODRIGUES,245,274,310,377
MA,LAGO VERDE,287,317,339,410
MA,LAGOA DO MATO,214,201,187,251
MA,LAGOA GRANDE DO MARANHAO,232,234,238,286
MA,LAJEADO NOVO,196,237,234,278
MA,LIMA CAMPOS,454,471,508,538
MA,LORETO,378,411,419,466
MA,LUIS DOMINGUES,176,174,206,283
MA,MAGALHAES DE ALMEIDA,482,497,498,568
MA,MARACACUME,527,556,635,676
MA,MARAJA DO SENA,140,146,165,194
MA,MARANHAOZINHO,187,186,210,215
MA,MATA ROMA,443,476,461,532
MA,MATINHA,509,516,544,613
MA,MATOES,467,501,529,665
MA,MATOES DO NORTE,114,125,126,121
MA,MILAGRES DO MARANHAO,92,88,107,137
MA,MIRADOR,646,603,626,699
MA,MIRANDA DO NORTE,581,633,634,656
MA,MIRINZAL,532,519,529,568
MA,MONCAO,499,513,509,622
MA,MONTES ALTOS,226,262,275,344
MA,MORROS,414,460,505,556
MA,NINA RODRIGUES,250,274,275,320
MA,NOVA COLINAS,200,213,226,237
MA,NOVA IORQUE,138,131,138,161
MA,NOVA OLINDA DO MARANHAO,322,390,406,434
MA,OLHO DAGUA DAS CUNHAS,505,548,608,682
MA,OLINDA NOVA DO MARANHAO,219,278,263,279
MA,PACO DO LUMIAR,9122,10323,10983,12457
MA,PALMEIRANDIA,201,212,221,274
MA,PARAIBANO,543,660,877,727
MA,PARNARAMA,664,638,626,736
MA,PASSAGEM FRANCA,322,439,428,426
MA,PASTOS BONS,596,627,625,746
MA,PAULINO NEVES,216,246,261,306
MA,PAULO RAMOS,488,524,548,641
